   3.0202040e+00	   2.4001066e+00	   1.8936985e+00	   2.4499693e+00	   3.0572504e+00	   2.3744863e+00	   4.0068234e+00	   2.4915355e+00	   3.3004650e+00	   1.4031818e+00	   2.2835475e+00	   1.8280994e+00	   1.4359231e+00	   2.3599215e+00	   3.2594637e+00	   2.9362576e+00	   1.4474331e+00	   2.5819447e+00	   2.3369173e+00	   9.6135826e-01	   2.7167643e+00	   3.7762797e+00	   2.2653371e+00	
   1.5252154e+00	   4.1723662e+00	   4.5467952e+00	   1.0639113e+00	   3.2255041e+00	   1.7329215e+00	   1.5680447e+00	   4.3282779e+00	   2.4493594e+00	   2.8507340e+00	   2.8569046e+00	   3.8143983e+00	   1.7023332e+00	   1.3542142e+00	   1.8436913e+00	   2.8338628e+00	   2.4641880e+00	   3.4846936e+00	   2.4412725e+00	   1.8030386e+00	   1.1239531e+00	   4.2666870e+00	   2.2582351e+00	
   7.2623010e-01	   1.9167187e+00	   0.0000000e+00	   2.8856198e+00	   2.3706956e+00	   2.2899603e+00	   2.5438786e+00	   0.0000000e+00	   3.8084148e+00	   2.6892520e+00	   1.5354024e+00	   2.2545298e+00	   2.0132353e+00	   2.2486498e+00	   2.3398264e+00	   1.9940232e+00	   1.0858432e+00	   3.6272928e+00	   0.0000000e+00	   2.0277222e+00	   3.0804375e+00	   3.2505841e+00	   3.6203696e+00	
   1.7374457e+00	   0.0000000e+00	   0.0000000e+00	   3.4258857e+00	   0.0000000e+00	   2.5955098e+00	   2.8007658e+00	   0.0000000e+00	   3.2499491e+00	   2.9879624e+00	   0.0000000e+00	   2.6398843e+00	   1.8668559e+00	   6.9530894e-01	   2.1079990e+00	   2.3867064e+00	   2.5540135e+00	   1.9247191e+00	   0.0000000e+00	   2.4380241e+00	   2.0660293e+00	   0.0000000e+00	   2.5120046e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.2605567e+00	   0.0000000e+00	   2.0023397e+00	   2.2673429e+00	   0.0000000e+00	   1.7982365e+00	   2.0968441e+00	   0.0000000e+00	   2.7488751e+00	   0.0000000e+00	   2.4612779e+00	   2.7642677e+00	   4.2847157e+00	   2.2614335e+00	   2.1759946e+00	   0.0000000e+00	   1.2509465e+00	   1.1590387e+00	   0.0000000e+00	   2.4858057e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.7113547e+00	   0.0000000e+00	   3.0678414e+00	   0.0000000e+00	   0.0000000e+00	   2.3616729e+00	   0.0000000e+00	   0.0000000e+00	   1.1683707e+00	   0.0000000e+00	   1.0929079e+00	   2.6182443e+00	   3.3320556e+00	   2.2184764e+00	   2.7651427e+00	   0.0000000e+00	   2.7140414e+00	   2.6453425e+00	   0.0000000e+00	   2.7534379e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.3321743e+00	   0.0000000e+00	   0.0000000e+00	   2.0076001e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.5945817e+00	   1.6379015e+00	   2.3617499e+00	   1.9543966e+00	   2.3207538e+00	   0.0000000e+00	   2.6124207e+00	   2.3557332e+00	   0.0000000e+00	   2.7040335e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.2449631e+00	   0.0000000e+00	   0.0000000e+00	   2.2095152e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.1539880e+00	   0.0000000e+00	   1.9220697e+00	   0.0000000e+00	   2.2065314e+00	   0.0000000e+00	   2.5333266e+00	   1.1252060e+00	   0.0000000e+00	   4.7696469e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.7152169e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.5980551e+00	   0.0000000e+00	   1.7714051e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.2802131e+00	   0.0000000e+00	   0.0000000e+00	   2.4327040e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.4253142e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.2826208e+00	   0.0000000e+00	   1.9561089e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.6997489e+00	   0.0000000e+00	   0.0000000e+00	   2.2664636e+00	
