   2.7555003e+00	   2.5472444e+00	   2.7063196e+00	   3.6404055e+00	   2.8899294e+00	   2.9593383e+00	   2.2654760e+00	   2.1736315e+00	   2.3046434e+00	   1.9620730e+00	   1.6457648e+00	   2.5803675e+00	   2.3953492e+00	   2.3833054e+00	   2.3154830e+00	   2.0296070e+00	   2.8429087e+00	   3.1474650e+00	   1.0168349e+00	   2.4722961e+00	   8.7714183e-01	
   2.2791860e+00	   2.2589006e+00	   2.1173011e+00	   2.7934065e+00	   2.8879702e+00	   2.8445172e+00	   2.1786093e+00	   2.3662439e+00	   2.2284273e+00	   2.9337302e+00	   1.1479346e+00	   1.5119040e+00	   1.8331516e+00	   2.2644119e+00	   2.3286568e+00	   2.4866163e+00	   2.2763708e+00	   2.2190976e+00	   2.0512465e+00	   2.1607326e+00	   2.6272050e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.7421374e+00	   1.9408435e+00	   2.5805085e+00	   1.6148196e+00	   2.7159696e+00	   1.8767144e+00	   2.2035015e+00	   2.3892048e+00	   1.4835733e+00	   1.9682214e+00	   1.7111705e+00	   2.3161113e+00	   2.3677100e+00	   2.3130656e+00	   2.3269838e+00	   1.9391118e+00	   1.4182871e+00	   2.2650459e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.5441304e+00	   1.8078084e+00	   2.3563742e+00	   2.4193558e+00	   0.0000000e+00	   2.9269255e+00	   3.2608564e+00	   2.9277443e+00	   2.2720704e+00	   2.9050785e+00	   2.5238455e+00	   1.7745469e+00	   2.0822061e+00	   1.8557114e+00	   2.8986621e+00	   2.7374085e+00	   2.9145588e+00	   2.7923235e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.6321320e+00	   1.9638510e+00	   2.6781163e+00	   0.0000000e+00	   0.0000000e+00	   2.4534804e+00	   3.7754805e+00	   2.9484634e+00	   1.2626363e+00	   1.8198584e+00	   1.9142146e+00	   1.6151819e+00	   2.8158585e+00	   1.5904822e+00	   2.1351013e+00	   3.0046697e+00	   2.4260212e+00	   1.5442131e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.6092445e+00	   1.5303074e+00	   2.6327438e+00	   0.0000000e+00	   0.0000000e+00	   2.3017715e+00	   1.7160137e+00	   1.8967664e+00	   3.2152674e+00	   1.7330915e+00	   1.6464791e+00	   1.3321205e+00	   2.2355206e+00	   2.6333545e+00	   2.7785494e+00	   2.9862490e+00	   2.3690020e+00	   1.8124239e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.4362316e+00	   9.4058660e-01	   0.0000000e+00	   0.0000000e+00	   1.8178040e+00	   2.2900265e+00	   1.9708641e+00	   2.1581582e+00	   2.5556445e+00	   1.7666245e+00	   2.9370837e+00	   2.7267769e+00	   2.0262103e+00	   2.2233918e+00	   3.5274457e+00	   6.5110584e-01	   1.9191376e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8164772e+00	   2.3151884e+00	   0.0000000e+00	   0.0000000e+00	   2.0125638e+00	   2.1120571e+00	   2.1496135e+00	   2.6703342e+00	   2.4774202e+00	   2.9852692e+00	   1.8089233e+00	   2.9249198e+00	   8.8365127e-01	   2.7623060e+00	   2.0191128e+00	   2.4018892e+00	   2.0869399e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.3041513e+00	   1.4902723e+00	   0.0000000e+00	   0.0000000e+00	   2.1809286e+00	   0.0000000e+00	   3.7968861e+00	   2.4330320e+00	   2.4423945e+00	   3.9064723e+00	   1.7612027e+00	   2.5656554e+00	   4.0930782e+00	   2.3295014e+00	   0.0000000e+00	   2.6309351e+00	   3.1834068e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.7305468e+00	   0.0000000e+00	   0.0000000e+00	   2.9261659e+00	   0.0000000e+00	   3.5058060e+00	   2.2735748e+00	   1.8300182e+00	   1.6824477e+00	   2.2025961e+00	   1.7529219e+00	   2.0486862e+00	   1.6703046e+00	   0.0000000e+00	   0.0000000e+00	   1.5248760e+00	
