   2.0102912e+00	   2.0663917e+00	   3.4145291e+00	   9.0046774e-01	   2.2131979e+00	   1.6054167e+00	   0.0000000e+00	   3.4943850e+00	   3.1166376e+00	   2.4434358e+00	   1.9653898e+00	   2.1281045e+00	   2.5979167e+00	   2.2341792e+00	   9.1289956e-01	   8.7532146e-01	   2.2634329e+00	   2.5683136e+00	   2.5329422e+00	   1.7655587e+00	   0.0000000e+00	   3.9197904e+00	   2.6108488e+00	   1.8954809e+00	   7.3788599e-01	   1.8667781e+00	   1.3234336e+00	   1.3182307e+00	   2.1216530e+00	
   1.7896344e+00	   9.5427015e-01	   1.6893500e+00	   2.2011394e+00	   1.8101175e+00	   1.9769785e+00	   0.0000000e+00	   9.2110037e-01	   2.3331510e+00	   2.4227367e+00	   0.0000000e+00	   3.6075420e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.8779148e+00	   2.6532688e+00	   0.0000000e+00	   1.4977637e+00	   2.5040194e+00	   0.0000000e+00	   1.7550310e+00	   0.0000000e+00	   7.0149025e-01	   1.5567223e+00	   1.5352598e+00	   2.0499752e+00	   0.0000000e+00	   1.2711713e+00	
   4.0672046e+00	   1.8789299e+00	   2.2275865e+00	   0.0000000e+00	   4.6372129e+00	   2.2742812e+00	   0.0000000e+00	   8.0826218e-01	   1.6157994e+00	   9.2427260e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.4035627e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.2791993e+00	   0.0000000e+00	   0.0000000e+00	   2.1111346e+00	   0.0000000e+00	   2.7723952e+00	
   4.8804577e+00	   2.4246001e+00	   1.6901114e+00	   0.0000000e+00	   2.4532870e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.3380961e+00	   3.3228021e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.6288652e+00	   0.0000000e+00	   0.0000000e+00	   1.5538395e+00	   0.0000000e+00	   0.0000000e+00	
   2.0244501e+00	   0.0000000e+00	   1.8060709e+00	   0.0000000e+00	   1.1367783e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8736916e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   6.0545839e-01	   0.0000000e+00	   0.0000000e+00	   2.1154504e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   2.1713307e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.1475914e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   3.2535641e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.0094584e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   1.9024949e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   9.2493177e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
